Customer ID,Recency,Frequency,Monetary
CUST232,329,1,25
CUST233,3,1,600
CUST234,42,1,50
CUST235,335,1,1000
CUST236,248,1,25
CUST237,331,1,1000
CUST238,349,1,500
CUST239,196,1,1500
CUST240,329,1,300
CUST241,102,1,75
CUST242,244,1,25
CUST243,223,1,900
CUST244,23,1,100
CUST245,117,1,90
CUST246,256,1,50
CUST247,89,1,60
CUST248,298,1,900
CUST249,73,1,50
CUST250,70,1,50
CUST251,123,1,200
CUST252,241,1,300
CUST253,123,1,2000
CUST254,157,1,500
CUST255,268,1,30
CUST256,317,1,1000
CUST257,316,1,2000
CUST258,28,1,50
CUST259,145,1,200
CUST260,184,1,60
CUST261,149,1,50
CUST262,155,1,120
CUST263,126,1,60
CUST264,338,1,900
CUST265,21,1,900
CUST266,31,1,60
CUST267,35,1,90
CUST268,315,1,30
CUST269,334,1,2000
CUST270,159,1,300
CUST271,192,1,120
CUST272,310,1,100
CUST273,238,1,50
CUST274,267,1,1000
CUST275,268,1,1000
CUST276,91,1,100
CUST277,136,1,100
CUST278,294,1,100
CUST279,149,1,500
CUST280,272,1,1500
CUST281,223,1,2000
CUST282,129,1,200
CUST283,238,1,500
CUST284,327,1,200
CUST285,139,1,25
CUST286,84,1,50
CUST287,315,1,100
CUST288,340,1,120
CUST289,32,1,60
CUST290,89,1,600
CUST291,358,1,600
CUST292,318,1,1200
CUST293,244,1,90
CUST294,280,1,90
CUST295,157,1,900
CUST296,117,1,1200
CUST297,119,1,1000
CUST298,256,1,1200
CUST299,160,1,1000
CUST300,335,1,200
CUST301,281,1,120
CUST302,171,1,600
CUST303,364,1,90
CUST304,166,1,60
CUST305,230,1,30
CUST306,133,1,50
CUST307,219,1,50
CUST308,149,1,1200
CUST309,9,1,25
CUST310,81,1,25
CUST311,27,1,100
CUST312,116,1,120
CUST313,286,1,1500
CUST314,268,1,120
CUST315,214,1,60
CUST316,254,1,50
CUST317,336,1,90
CUST318,69,1,25
CUST319,88,1,500
CUST320,334,1,1200
CUST321,205,1,50
CUST322,336,1,500
CUST323,340,1,900
CUST324,66,1,150
CUST325,121,1,50
CUST326,108,1,75
CUST327,94,1,150
CUST328,285,1,100
CUST329,336,1,100
CUST330,105,1,200
CUST331,324,1,90
CUST332,270,1,1200
CUST333,330,1,1200
CUST334,61,1,900
CUST335,331,1,120
CUST336,20,1,150
CUST337,245,1,500
CUST338,159,1,100
CUST339,304,1,50
CUST340,74,1,1200
CUST341,239,1,200
CUST342,69,1,2000
CUST343,61,1,50
CUST344,345,1,30
CUST345,48,1,30
CUST346,324,1,1000
CUST347,151,1,25
CUST348,29,1,600
CUST349,67,1,50
CUST350,76,1,75
CUST351,98,1,90
CUST352,204,1,1000
CUST353,232,1,500
CUST354,261,1,200
CUST355,23,1,500
CUST356,205,1,1500
CUST357,243,1,75
CUST358,230,1,300
CUST359,163,1,50
CUST360,298,1,100
CUST361,22,1,1200
CUST362,35,1,25
CUST363,212,1,25
CUST364,131,1,500
CUST365,204,1,300
CUST366,328,1,100
CUST367,361,1,50
CUST368,131,1,1200
CUST369,47,1,1500
CUST370,77,1,60
CUST371,314,1,25
CUST372,328,1,1500
CUST373,90,1,600
CUST374,256,1,75
CUST375,106,1,50
CUST376,230,1,30
CUST377,298,1,200
CUST378,187,1,300
CUST379,330,1,25
CUST380,240,1,600
CUST381,176,1,100
CUST382,220,1,1000
CUST383,285,1,90
CUST384,141,1,500
CUST385,87,1,1500
CUST386,5,1,600
CUST387,211,1,30
CUST388,52,1,25
CUST389,31,1,50
CUST390,95,1,100
CUST391,361,1,50
CUST392,24,1,600
CUST393,82,1,1000
CUST394,212,1,500
CUST395,26,1,1000
CUST396,312,1,30
CUST397,297,1,25
CUST398,230,1,600
CUST399,306,1,60
CUST400,311,1,200
CUST401,82,1,300
CUST402,286,1,600
CUST403,226,1,600
CUST404,221,1,1000
CUST405,56,1,1200
CUST406,258,1,100
CUST407,190,1,900
CUST408,261,1,500
CUST409,14,1,900
CUST410,41,1,100
CUST411,230,1,200
CUST412,107,1,2000
CUST413,115,1,75
CUST414,237,1,100
CUST415,339,1,60
CUST416,318,1,2000
CUST417,41,1,900
CUST418,149,1,1000
CUST419,224,1,90
CUST420,343,1,2000
CUST421,364,1,1500
CUST422,195,1,90
CUST423,299,1,25
CUST424,39,1,1200
CUST425,231,1,120
CUST426,283,1,150
CUST427,139,1,25
CUST428,83,1,200
CUST429,4,1,50
CUST430,147,1,900
CUST431,78,1,1200
CUST432,361,1,1000
CUST433,308,1,200
CUST434,327,1,50
CUST435,12,1,900
CUST436,289,1,120
CUST437,86,1,1200
CUST438,347,1,30
CUST439,176,1,75
CUST440,67,1,600
CUST441,83,1,1200
CUST442,290,1,100
CUST443,145,1,600
CUST444,300,1,90
CUST445,344,1,300
CUST446,208,1,50
CUST447,179,1,2000
CUST448,345,1,60
CUST449,182,1,200
CUST450,258,1,50
CUST451,16,1,30
CUST452,238,1,1500
CUST453,24,1,1000
CUST454,313,1,25
CUST455,184,1,100
CUST456,79,1,60
CUST457,157,1,900
CUST458,48,1,100
CUST459,286,1,1200
CUST460,244,1,50
CUST461,282,1,1000
CUST462,275,1,1200
CUST463,154,1,1500
CUST464,353,1,600
CUST465,274,1,150
CUST466,195,1,100
CUST467,155,1,150
CUST468,23,1,25
CUST469,238,1,75
CUST470,229,1,1000
CUST471,284,1,150
CUST472,6,1,900
CUST473,310,1,50
CUST474,170,1,1500
CUST475,346,1,75
CUST476,125,1,2000
CUST477,252,1,120
CUST478,263,1,60
CUST479,130,1,1200
CUST480,186,1,2000
CUST481,209,1,1200
CUST482,249,1,1200
CUST483,251,1,30
CUST484,353,1,1200
CUST485,28,1,30
CUST486,267,1,25
CUST487,161,1,2000
CUST488,197,1,900
CUST489,223,1,30
CUST490,330,1,150
CUST491,223,1,900
CUST492,186,1,100
CUST493,37,1,50
CUST494,105,1,200
CUST495,161,1,60
CUST496,18,1,600
CUST497,91,1,120
CUST498,196,1,100
CUST499,351,1,60
CUST500,306,1,100
CUST501,232,1,60
CUST502,274,1,150
CUST503,68,1,2000
CUST504,230,1,150
CUST505,346,1,50
CUST506,310,1,1500
CUST507,60,1,1500
CUST508,143,1,600
CUST509,189,1,900
CUST510,205,1,200
CUST511,142,1,100
CUST512,55,1,25
CUST513,104,1,100
CUST514,306,1,300
CUST515,168,1,900
CUST516,70,1,100
CUST517,268,1,100
CUST518,235,1,30
CUST519,343,1,120
CUST520,3,1,100
CUST521,142,1,120
CUST522,365,1,1500
CUST523,99,1,300
CUST524,90,1,1200
CUST525,14,1,50
CUST526,22,1,100
CUST527,265,1,50
CUST528,179,1,60
CUST529,145,1,150
CUST530,330,1,120
CUST531,25,1,500
CUST532,196,1,120
CUST533,46,1,1500
CUST534,205,1,1000
CUST535,26,1,90
CUST536,302,1,120
CUST537,212,1,500
CUST538,106,1,150
CUST539,207,1,500
CUST540,24,1,900
CUST541,156,1,500
CUST542,198,1,50
CUST543,159,1,600
CUST544,9,1,25
CUST545,214,1,50
CUST546,82,1,200
CUST547,300,1,2000
CUST548,267,1,60
CUST549,150,1,100
CUST550,25,1,900
CUST551,171,1,900
CUST552,19,1,75
CUST553,276,1,1200
CUST554,50,1,150
CUST555,74,1,300
CUST556,211,1,50
CUST557,158,1,90
CUST558,85,1,25
CUST559,365,1,1200
CUST560,210,1,50
CUST561,219,1,2000
CUST562,258,1,50
CUST563,145,1,60
CUST564,69,1,100
CUST565,55,1,60
CUST566,30,1,30
CUST567,201,1,900
CUST568,127,1,300
CUST569,139,1,200
CUST570,139,1,500
CUST571,20,1,50
CUST572,256,1,2000
CUST573,104,1,60
CUST574,123,1,50
CUST575,279,1,100
CUST576,28,1,150
CUST577,322,1,2000
CUST578,220,1,120
CUST579,102,1,30
CUST580,26,1,1500
CUST581,41,1,60
CUST582,48,1,900
CUST583,194,1,100
CUST584,318,1,200
CUST585,245,1,25
CUST586,21,1,50
CUST587,207,1,1200
CUST588,250,1,60
CUST589,264,1,1000
CUST590,290,1,900
CUST591,353,1,100
CUST592,342,1,2000
CUST593,240,1,60
CUST594,122,1,600
CUST595,53,1,2000
CUST596,328,1,300
CUST597,132,1,1200
CUST598,153,1,120
CUST599,43,1,100
CUST600,71,1,1000
CUST601,266,1,30
CUST602,9,1,300
CUST603,169,1,90
CUST604,112,1,200
CUST605,161,1,1000
CUST606,241,1,50
CUST607,290,1,75
CUST608,30,1,1500
CUST609,13,1,100
CUST610,363,1,600
CUST611,311,1,1500
CUST612,148,1,500
CUST613,253,1,90
CUST614,275,1,1200
CUST615,9,1,100
CUST616,100,1,100
CUST617,128,1,30
CUST618,340,1,50
CUST619,80,1,100
CUST620,238,1,75
CUST621,303,1,1000
CUST622,132,1,75
CUST623,297,1,150
CUST624,128,1,900
CUST625,24,1,300
CUST626,94,1,2000
CUST627,79,1,50
CUST628,61,1,200
CUST629,203,1,50
CUST630,139,1,100
CUST631,52,1,90
CUST632,107,1,100
CUST633,147,1,120
CUST634,85,1,2000
CUST635,137,1,900
CUST636,284,1,1500
CUST637,122,1,600
CUST638,135,1,500
CUST639,233,1,200
CUST640,239,1,120
CUST641,39,1,300
CUST642,224,1,100
CUST643,99,1,90
CUST644,117,1,75
CUST645,45,1,120
CUST646,243,1,90
CUST647,225,1,1500
CUST648,140,1,1200
CUST649,326,1,600
CUST650,0,1,30
CUST651,219,1,150
CUST652,245,1,100
CUST653,226,1,75
CUST654,194,1,75
CUST655,202,1,500
CUST656,89,1,90
CUST657,324,1,25
CUST658,295,1,25
CUST659,288,1,30
CUST660,247,1,1000
CUST661,169,1,100
CUST662,10,1,1000
CUST663,287,1,1200
CUST664,4,1,2000
CUST665,256,1,50
CUST666,333,1,150
CUST667,153,1,500
CUST668,157,1,150
CUST669,196,1,1200
CUST670,88,1,30
CUST671,127,1,150
CUST672,153,1,100
CUST673,334,1,1500
CUST674,260,1,300
CUST675,150,1,60
CUST676,166,1,1500
CUST677,66,1,1500
CUST678,9,1,900
CUST679,355,1,90
CUST680,71,1,900
CUST681,171,1,60
CUST682,121,1,1200
CUST683,362,1,1000
CUST684,185,1,1000
CUST685,213,1,50
CUST686,166,1,200
CUST687,151,1,300
CUST688,90,1,100
CUST689,86,1,100
CUST690,57,1,900
CUST691,253,1,90
CUST692,116,1,100
CUST693,253,1,1500
CUST694,226,1,50
CUST695,142,1,150
CUST696,117,1,200
CUST697,351,1,500
CUST698,166,1,300
CUST699,193,1,120
CUST700,23,1,2000
CUST701,18,1,60
CUST702,158,1,600
CUST703,281,1,100
CUST704,126,1,90
CUST705,300,1,50
CUST706,47,1,100
CUST707,92,1,500
CUST708,352,1,900
CUST709,164,1,1000
CUST710,62,1,1500
CUST711,77,1,1500
CUST712,26,1,50
CUST713,352,1,75
CUST714,323,1,500
CUST715,36,1,100
CUST716,146,1,1200
CUST717,296,1,500
CUST718,129,1,75
CUST719,272,1,60
CUST720,340,1,1500
CUST721,232,1,500
CUST722,171,1,900
CUST723,198,1,200
CUST724,257,1,150
CUST725,133,1,300
CUST726,198,1,1200
CUST727,193,1,900
CUST728,171,1,150
CUST729,223,1,1200
CUST730,150,1,50
CUST731,236,1,2000
CUST732,324,1,1000
CUST733,125,1,30
CUST734,356,1,30
CUST735,89,1,2000
CUST736,339,1,100
CUST737,186,1,50
CUST738,251,1,100
CUST739,33,1,25
CUST740,330,1,200
CUST741,32,1,300
CUST742,345,1,2000
CUST743,350,1,2000
CUST744,239,1,25
CUST745,263,1,100
CUST746,355,1,90
CUST747,47,1,30
CUST748,287,1,150
CUST749,243,1,30
CUST750,301,1,75
CUST751,123,1,50
CUST752,23,1,100
CUST753,307,1,30
CUST754,77,1,100
CUST755,254,1,75
CUST756,127,1,1200
CUST757,7,1,1200
CUST758,234,1,100
CUST759,177,1,100
CUST760,280,1,500
CUST761,55,1,500
CUST762,55,1,50
CUST763,307,1,50
CUST764,282,1,25
CUST765,206,1,200
CUST766,310,1,900
CUST767,69,1,75
CUST768,352,1,75
CUST769,206,1,120
CUST770,71,1,50
CUST771,19,1,50
CUST772,173,1,30
CUST773,162,1,2000
CUST774,264,1,50
CUST775,327,1,100
CUST776,62,1,90
CUST777,12,1,150
CUST778,44,1,100
CUST779,241,1,1000
CUST780,313,1,50
CUST781,9,1,500
CUST782,211,1,900
CUST783,15,1,300
CUST784,58,1,500
CUST785,304,1,200
CUST786,76,1,100
CUST787,344,1,25
CUST788,188,1,900
CUST789,93,1,2000
CUST790,146,1,25
CUST791,27,1,25
CUST792,176,1,50
CUST793,330,1,30
CUST794,106,1,300
CUST795,34,1,300
CUST796,191,1,120
CUST797,359,1,75
CUST798,150,1,50
CUST799,115,1,100
CUST800,311,1,1200
CUST801,144,1,200
CUST802,180,1,30
CUST803,40,1,100
CUST804,130,1,30
CUST805,3,1,1500
CUST806,287,1,900
CUST807,143,1,200
CUST808,275,1,2000
CUST809,98,1,100
CUST810,32,1,100
CUST811,227,1,50
CUST812,50,1,75
CUST813,90,1,150
CUST814,118,1,500
CUST815,127,1,75
CUST816,142,1,1000
CUST817,62,1,200
CUST818,228,1,500
CUST819,200,1,100
CUST820,240,1,200
CUST821,321,1,300
CUST822,223,1,150
CUST823,135,1,100
CUST824,241,1,120
CUST825,128,1,25
CUST826,74,1,300
CUST827,53,1,900
CUST828,23,1,1200
CUST829,171,1,90
CUST830,193,1,150
CUST831,351,1,100
CUST832,112,1,2000
CUST833,199,1,200
CUST834,272,1,60
CUST835,116,1,200
CUST836,257,1,50
CUST837,184,1,90
CUST838,233,1,600
CUST839,191,1,1200
CUST840,222,1,50
CUST841,60,1,100
CUST842,6,1,600
CUST843,224,1,1500
CUST844,81,1,150
CUST845,360,1,500
CUST846,101,1,50
CUST847,268,1,1200
CUST848,322,1,75
CUST849,242,1,50
CUST850,157,1,1000
CUST851,115,1,50
CUST852,81,1,300
CUST853,242,1,1000
CUST854,12,1,50
CUST855,122,1,25
CUST856,35,1,120
CUST857,1,1,50
CUST858,114,1,100
CUST859,136,1,1500
CUST860,357,1,200
CUST861,318,1,90
CUST862,215,1,1200
CUST863,252,1,50
CUST864,158,1,500
CUST865,11,1,300
CUST866,241,1,50
CUST867,209,1,500
CUST868,26,1,300
CUST869,68,1,1500
CUST870,177,1,120
CUST871,123,1,60
CUST872,82,1,75
CUST873,94,1,100
CUST874,189,1,30
CUST875,148,1,2000
CUST876,84,1,120
CUST877,196,1,25
CUST878,185,1,30
CUST879,6,1,30
CUST880,133,1,1000
CUST881,227,1,300
CUST882,209,1,50
CUST883,237,1,500
CUST884,247,1,60
CUST885,304,1,120
CUST886,267,1,900
CUST887,204,1,100
CUST888,304,1,100
CUST889,91,1,50
CUST890,12,1,50
CUST891,271,1,900
CUST892,267,1,50
CUST893,255,1,50
CUST894,118,1,30
CUST895,224,1,120
CUST896,64,1,50
CUST897,97,1,100
CUST898,60,1,90
CUST899,221,1,600
CUST900,314,1,60
CUST901,266,1,30
CUST902,214,1,50
CUST903,249,1,200
CUST904,181,1,500
CUST905,274,1,300
CUST906,211,1,50
CUST907,358,1,25
CUST908,3,1,1200
CUST909,92,1,300
CUST910,301,1,150
CUST911,225,1,900
CUST912,342,1,150
CUST913,338,1,90
CUST914,82,1,500
CUST915,216,1,90
CUST916,8,1,50
CUST917,301,1,200
CUST918,39,1,90
CUST919,114,1,50
CUST920,313,1,75
CUST921,359,1,75
CUST922,72,1,50
CUST923,220,1,900
CUST924,125,1,100
CUST925,120,1,300
CUST926,140,1,30
CUST927,191,1,2000
CUST928,271,1,1200
CUST929,339,1,75
CUST930,236,1,200
CUST931,121,1,120
CUST932,307,1,100
CUST933,332,1,30
CUST934,160,1,500
CUST935,114,1,50
CUST936,328,1,200
CUST937,70,1,500
CUST938,43,1,200
CUST939,14,1,300
CUST940,338,1,30
CUST941,288,1,50
CUST942,289,1,1500
CUST943,77,1,1200
CUST944,210,1,50
CUST945,322,1,25
CUST946,238,1,2000
CUST947,305,1,300
CUST948,80,1,75
CUST949,152,1,50
CUST950,55,1,900
CUST951,60,1,100
CUST952,49,1,25
CUST953,250,1,90
CUST954,98,1,900
CUST955,171,1,25
CUST956,135,1,1500
CUST957,139,1,120
CUST958,213,1,50
CUST959,64,1,60
CUST960,146,1,60
CUST961,209,1,200
CUST962,74,1,60
CUST963,48,1,50
CUST964,335,1,900
CUST965,53,1,200
CUST966,315,1,1000
CUST967,259,1,25
CUST968,45,1,900
CUST969,257,1,900
CUST970,230,1,2000
CUST971,27,1,200
CUST972,324,1,100
CUST973,285,1,50
CUST974,243,1,30
CUST975,277,1,200
CUST976,83,1,600
CUST977,327,1,75
CUST978,285,1,150
CUST979,364,1,25
CUST980,156,1,75
CUST981,135,1,60
CUST982,13,1,90
CUST983,61,1,300
CUST984,125,1,500
CUST985,216,1,50
CUST986,349,1,1000
CUST987,247,1,900
CUST988,218,1,75
CUST989,4,1,25
CUST990,221,1,1000
CUST991,6,1,100
CUST992,133,1,60
CUST993,329,1,150
CUST994,14,1,1000
CUST995,246,1,30
CUST996,230,1,50
CUST997,45,1,90
CUST998,64,1,100
CUST999,27,1,150
